"Date","Price","Open","High","Low","Vol.","Change %"
"11/20/2018","1,253.60","1,250.43","1,257.86","1,248.01","","-0.73%"
"11/19/2018","1,262.79","1,255.45","1,265.54","1,255.45","","0.49%"
"11/16/2018","1,256.61","1,265.04","1,268.99","1,255.41","","-0.56%"
"11/15/2018","1,263.64","1,258.23","1,264.09","1,255.49","","-0.19%"
"11/14/2018","1,266.09","1,264.84","1,272.00","1,262.91","","0.26%"
"11/13/2018","1,262.78","1,267.61","1,267.61","1,248.22","","-2.01%"
"11/12/2018","1,288.62","1,281.60","1,292.19","1,278.06","","-0.01%"
"11/09/2018","1,288.79","1,295.36","1,299.52","1,287.20","","-0.55%"
"11/08/2018","1,295.88","1,293.00","1,301.00","1,291.50","","1.77%"
"11/07/2018","1,273.39","1,281.61","1,294.27","1,267.70","","-0.46%"
"11/06/2018","1,279.33","1,268.62","1,282.27","1,268.61","","1.23%"
"11/05/2018","1,263.84","1,267.81","1,271.96","1,261.98","","-1.16%"
"11/02/2018","1,278.71","1,262.52","1,282.14","1,255.99","","1.68%"
"11/01/2018","1,257.57","1,271.10","1,271.10","1,254.49","","-0.97%"
"10/31/2018","1,269.85","1,251.44","1,269.85","1,248.04","","2.12%"
"10/30/2018","1,243.48","1,224.06","1,249.60","1,224.06","","1.25%"
"10/29/2018","1,228.09","1,239.37","1,244.88","1,226.60","","-0.31%"
"10/26/2018","1,231.96","1,245.27","1,245.61","1,220.36","","-0.20%"
"10/25/2018","1,234.38","1,249.40","1,251.53","1,231.59","","-3.01%"
"10/24/2018","1,272.64","1,280.43","1,281.26","1,262.76","","0.04%"
"10/23/2018","1,272.13","1,295.60","1,295.69","1,271.48","","-2.65%"
"10/22/2018","1,306.72","1,295.29","1,310.53","1,290.84","","0.13%"
"10/19/2018","1,305.02","1,298.29","1,306.56","1,292.57","","-0.71%"
"10/18/2018","1,314.30","1,324.89","1,325.46","1,312.69","","-0.54%"
"10/17/2018","1,321.44","1,318.46","1,324.67","1,315.25","","1.46%"
"10/16/2018","1,302.38","1,291.65","1,302.51","1,289.78","","0.85%"
"10/15/2018","1,291.45","1,302.56","1,304.30","1,290.99","","-1.58%"
"10/12/2018","1,312.19","1,302.44","1,314.02","1,300.22","","-0.02%"
"10/11/2018","1,312.43","1,333.85","1,334.35","1,306.81","","-3.51%"
"10/10/2018","1,360.12","1,363.48","1,368.05","1,353.68","","0.12%"
"10/09/2018","1,358.44","1,370.83","1,372.11","1,355.30","","-1.73%"
"10/05/2018","1,382.35","1,380.23","1,388.31","1,378.78","","-0.41%"
"10/04/2018","1,388.03","1,401.87","1,402.39","1,385.98","","-0.13%"
"10/03/2018","1,389.79","1,403.00","1,405.77","1,389.04","","-1.14%"
"10/02/2018","1,405.87","1,409.43","1,416.59","1,403.52","","0.39%"
"10/01/2018","1,400.36","1,397.08","1,404.50","1,393.48","","0.05%"
"09/28/2018","1,399.60","1,399.80","1,407.76","1,394.76","","1.00%"
"09/27/2018","1,385.76","1,398.55","1,404.79","1,385.16","","-1.14%"
"09/26/2018","1,401.77","1,393.97","1,402.05","1,391.35","","-0.10%"
"09/25/2018","1,403.18","1,391.12","1,403.18","1,389.64","","0.94%"
"09/21/2018","1,390.13","1,386.66","1,393.28","1,383.80","","0.88%"
"09/20/2018","1,377.94","1,382.53","1,382.86","1,372.98","","0.11%"
"09/19/2018","1,376.37","1,373.76","1,382.28","1,371.84","","1.48%"
"09/18/2018","1,356.33","1,329.84","1,358.80","1,329.70","","1.82%"
"09/14/2018","1,332.03","1,327.07","1,333.02","1,325.87","","1.08%"
"09/13/2018","1,317.81","1,306.05","1,322.65","1,305.65","","1.13%"
"09/12/2018","1,303.04","1,309.85","1,310.97","1,297.38","","-0.39%"
"09/11/2018","1,308.11","1,300.86","1,309.11","1,299.86","","0.73%"
"09/10/2018","1,298.59","1,292.75","1,302.39","1,292.39","","0.20%"
"09/07/2018","1,295.95","1,295.41","1,297.56","1,287.87","","-0.45%"
"09/06/2018","1,301.80","1,305.29","1,307.50","1,300.20","","-0.72%"
"09/05/2018","1,311.30","1,318.16","1,318.30","1,308.39","","-0.81%"
"09/04/2018","1,322.00","1,325.12","1,326.48","1,318.36","","-0.14%"
"09/03/2018","1,323.88","1,330.71","1,331.64","1,320.76","","-0.80%"
"08/31/2018","1,334.55","1,329.18","1,337.68","1,327.87","","-0.23%"
"08/30/2018","1,337.59","1,346.18","1,346.35","1,336.11","","-0.09%"
"08/29/2018","1,338.84","1,334.02","1,343.11","1,334.02","","0.44%"
"08/28/2018","1,332.97","1,340.13","1,342.36","1,332.97","","0.18%"
"08/27/2018","1,330.56","1,321.62","1,332.57","1,320.37","","1.12%"
"08/24/2018","1,315.85","1,314.32","1,316.00","1,310.16","","0.62%"
"08/23/2018","1,307.69","1,310.22","1,311.85","1,305.90","","-0.08%"
"08/22/2018","1,308.76","1,300.20","1,310.86","1,298.01","","0.74%"
"08/21/2018","1,299.15","1,299.91","1,305.91","1,295.00","","-0.40%"
"08/20/2018","1,304.34","1,303.57","1,307.01","1,300.78","","-0.23%"
"08/17/2018","1,307.31","1,307.04","1,309.69","1,303.31","","0.61%"
"08/16/2018","1,299.35","1,293.25","1,303.28","1,283.21","","-0.53%"
"08/15/2018","1,306.21","1,317.91","1,318.70","1,300.54","","-0.71%"
"08/14/2018","1,315.50","1,302.40","1,315.73","1,301.08","","1.63%"
"08/13/2018","1,294.45","1,311.86","1,312.38","1,293.27","","-2.11%"
"08/10/2018","1,322.37","1,337.12","1,337.12","1,321.14","","-1.13%"
"08/09/2018","1,337.55","1,337.86","1,340.27","1,331.80","","-0.31%"
"08/08/2018","1,341.70","1,344.72","1,351.02","1,340.19","","-0.12%"
"08/07/2018","1,343.31","1,333.20","1,343.31","1,332.33","","0.80%"
"08/06/2018","1,332.64","1,340.38","1,343.74","1,331.41","","-0.53%"
"08/03/2018","1,339.80","1,349.31","1,349.40","1,338.40","","-0.48%"
"08/02/2018","1,346.31","1,358.74","1,363.24","1,344.44","","-1.01%"
"08/01/2018","1,360.06","1,354.31","1,362.35","1,349.90","","1.00%"
"07/31/2018","1,346.62","1,354.80","1,358.90","1,343.69","","-0.82%"
"07/30/2018","1,357.76","1,359.66","1,361.40","1,354.66","","-0.45%"
"07/27/2018","1,363.91","1,359.89","1,363.91","1,357.65","","0.57%"
"07/26/2018","1,356.16","1,358.16","1,360.20","1,353.69","","0.62%"
"07/25/2018","1,347.79","1,347.28","1,351.31","1,346.80","","0.36%"
"07/24/2018","1,342.92","1,344.97","1,346.51","1,340.31","","0.44%"
"07/23/2018","1,337.00","1,335.04","1,344.33","1,334.73","","-0.38%"
"07/20/2018","1,342.10","1,343.77","1,350.26","1,334.70","","-0.23%"
"07/19/2018","1,345.22","1,348.68","1,353.73","1,344.98","","-0.08%"
"07/18/2018","1,346.23","1,353.54","1,354.59","1,344.89","","0.33%"
"07/17/2018","1,341.85","1,334.14","1,348.80","1,331.97","","0.85%"
"07/13/2018","1,330.58","1,323.49","1,333.93","1,320.15","","1.22%"
"07/12/2018","1,314.60","1,313.29","1,319.06","1,311.45","","0.48%"
"07/11/2018","1,308.33","1,309.20","1,311.57","1,297.73","","-0.82%"
"07/10/2018","1,319.14","1,324.50","1,330.41","1,319.14","","0.30%"
"07/09/2018","1,315.13","1,304.09","1,316.70","1,303.30","","1.18%"
"07/06/2018","1,299.80","1,296.07","1,304.78","1,294.77","","0.86%"
"07/05/2018","1,288.71","1,298.12","1,298.90","1,285.45","","-0.89%"
"07/04/2018","1,300.30","1,295.31","1,304.15","1,293.16","","0.03%"
"07/03/2018","1,299.85","1,305.53","1,307.14","1,290.52","","-0.07%"
"07/02/2018","1,300.73","1,322.96","1,326.81","1,299.69","","-2.00%"
"06/29/2018","1,327.33","1,326.77","1,328.21","1,317.31","","0.22%"
"06/28/2018","1,324.48","1,323.81","1,325.91","1,316.50","","-0.25%"
"06/27/2018","1,327.75","1,327.94","1,330.47","1,321.62","","-0.06%"
"06/26/2018","1,328.49","1,317.96","1,330.20","1,313.75","","0.17%"
"06/25/2018","1,326.21","1,340.17","1,340.45","1,324.62","","-0.85%"
"06/22/2018","1,337.60","1,330.46","1,338.38","1,328.95","","-0.43%"
"06/21/2018","1,343.37","1,343.11","1,349.37","1,340.25","","-0.10%"
"06/20/2018","1,344.76","1,338.73","1,346.69","1,326.41","","0.52%"
"06/19/2018","1,337.78","1,352.34","1,356.19","1,337.78","","-1.53%"
"06/18/2018","1,358.58","1,368.40","1,368.41","1,353.46","","-1.00%"
"06/15/2018","1,372.33","1,374.63","1,374.87","1,368.60","","0.38%"
"06/14/2018","1,367.09","1,373.41","1,375.37","1,367.09","","-0.95%"
"06/13/2018","1,380.25","1,375.73","1,382.38","1,375.69","","0.44%"
"06/12/2018","1,374.22","1,379.30","1,381.30","1,369.62","","0.35%"
"06/11/2018","1,369.44","1,365.15","1,372.53","1,363.04","","0.31%"
"06/08/2018","1,365.27","1,366.76","1,374.84","1,365.27","","-0.48%"
"06/07/2018","1,371.85","1,370.73","1,373.32","1,369.08","","0.61%"
"06/06/2018","1,363.47","1,361.02","1,365.73","1,359.01","","0.19%"
"06/05/2018","1,360.87","1,364.35","1,367.23","1,358.18","","0.04%"
"06/04/2018","1,360.35","1,353.49","1,363.34","1,352.24","","1.47%"
"06/01/2018","1,340.65","1,336.15","1,347.13","1,333.98","","0.08%"
"05/31/2018","1,339.59","1,339.21","1,342.20","1,334.29","","0.65%"
"05/30/2018","1,331.00","1,332.98","1,334.44","1,327.20","","-1.48%"
"05/29/2018","1,350.96","1,354.11","1,356.27","1,346.07","","-0.47%"
"05/28/2018","1,357.31","1,357.76","1,361.36","1,353.65","","-0.06%"
"05/25/2018","1,358.14","1,356.31","1,360.96","1,353.77","","-0.19%"
"05/24/2018","1,360.69","1,372.21","1,373.15","1,357.86","","-1.24%"
"05/23/2018","1,377.84","1,383.43","1,388.63","1,373.79","","-0.75%"
"05/22/2018","1,388.24","1,390.91","1,390.91","1,386.53","","-0.22%"
"05/21/2018","1,391.28","1,392.74","1,396.29","1,390.82","","-0.12%"
"05/18/2018","1,392.95","1,390.91","1,393.86","1,387.32","","0.40%"
"05/17/2018","1,387.36","1,386.71","1,390.28","1,384.76","","0.47%"
"05/16/2018","1,380.93","1,380.12","1,385.58","1,379.74","","-0.29%"
"05/15/2018","1,384.94","1,387.89","1,390.60","1,384.20","","-0.06%"
"05/14/2018","1,385.73","1,375.37","1,386.74","1,374.28","","0.62%"
"05/11/2018","1,377.19","1,367.18","1,377.80","1,366.31","","0.98%"
"05/10/2018","1,363.82","1,363.63","1,365.34","1,359.38","","0.27%"
"05/09/2018","1,360.14","1,362.61","1,363.97","1,356.36","","-0.39%"
"05/08/2018","1,365.53","1,359.90","1,369.57","1,359.80","","0.36%"
"05/07/2018","1,360.68","1,361.87","1,361.90","1,353.68","","0.08%"
"05/02/2018","1,359.66","1,364.28","1,364.28","1,357.19","","-0.20%"
"05/01/2018","1,362.32","1,362.33","1,362.97","1,357.46","","-0.15%"
"04/27/2018","1,364.39","1,365.36","1,366.92","1,359.94","","0.30%"
"04/26/2018","1,360.29","1,361.07","1,362.35","1,357.28","","0.23%"
"04/25/2018","1,357.20","1,350.33","1,358.27","1,348.37","","-0.13%"
"04/24/2018","1,358.92","1,353.56","1,359.47","1,348.30","","1.11%"
"04/23/2018","1,343.95","1,345.71","1,349.20","1,342.68","","-0.01%"
"04/20/2018","1,344.10","1,342.25","1,348.37","1,339.46","","0.05%"
"04/19/2018","1,343.45","1,348.58","1,353.15","1,342.47","","0.02%"
"04/18/2018","1,343.13","1,330.98","1,344.72","1,330.56","","1.13%"
"04/17/2018","1,328.11","1,330.01","1,333.71","1,325.79","","-0.31%"
"04/16/2018","1,332.18","1,328.83","1,333.28","1,326.83","","0.41%"
"04/13/2018","1,326.80","1,325.93","1,332.13","1,323.63","","0.64%"
"04/12/2018","1,318.34","1,321.99","1,323.45","1,317.28","","-0.40%"
"04/11/2018","1,323.60","1,331.29","1,331.39","1,323.60","","-0.36%"
"04/10/2018","1,328.39","1,319.56","1,336.87","1,317.07","","0.37%"
"04/09/2018","1,323.49","1,315.84","1,327.31","1,315.61","","0.41%"
"04/06/2018","1,318.05","1,321.35","1,328.04","1,318.02","","-0.33%"
"04/05/2018","1,322.38","1,317.87","1,328.42","1,312.30","","1.17%"
"04/04/2018","1,307.03","1,311.03","1,311.64","1,302.14","","0.04%"
"04/03/2018","1,306.53","1,296.36","1,309.35","1,293.76","","-0.30%"
"04/02/2018","1,310.48","1,315.88","1,322.42","1,310.48","","-0.45%"
"03/30/2018","1,316.39","1,318.08","1,319.97","1,310.09","","0.69%"
"03/29/2018","1,307.34","1,314.89","1,315.64","1,295.92","","0.22%"
"03/28/2018","1,304.51","1,292.38","1,304.59","1,286.96","","-1.07%"
"03/27/2018","1,318.63","1,295.54","1,318.63","1,294.08","","2.74%"
"03/26/2018","1,283.47","1,266.24","1,283.47","1,263.42","","0.39%"
"03/23/2018","1,278.43","1,302.18","1,302.20","1,275.56","","-3.60%"
"03/22/2018","1,326.16","1,313.10","1,326.56","1,313.05","","0.65%"
"03/20/2018","1,317.60","1,311.48","1,317.64","1,306.91","","-0.21%"
"03/19/2018","1,320.40","1,327.54","1,331.95","1,316.09","","-0.93%"
"03/16/2018","1,332.76","1,340.74","1,340.74","1,330.64","","-0.38%"
"03/15/2018","1,337.89","1,332.73","1,339.45","1,325.62","","0.03%"
"03/14/2018","1,337.44","1,334.11","1,339.94","1,333.09","","-0.47%"
"03/13/2018","1,343.71","1,331.38","1,343.71","1,329.12","","0.52%"
"03/12/2018","1,336.77","1,336.38","1,340.94","1,330.58","","1.53%"
"03/09/2018","1,316.67","1,325.37","1,336.81","1,310.54","","0.33%"
"03/08/2018","1,312.31","1,319.83","1,319.83","1,308.45","","0.39%"
"03/07/2018","1,307.21","1,308.64","1,321.77","1,306.75","","-0.74%"
"03/06/2018","1,317.02","1,320.18","1,326.75","1,315.71","","1.22%"
"03/05/2018","1,301.17","1,301.33","1,307.76","1,295.36","","-0.70%"
"03/02/2018","1,310.36","1,313.37","1,315.71","1,304.11","","-1.88%"
"03/01/2018","1,335.48","1,345.97","1,346.05","1,331.70","","-1.59%"
"02/28/2018","1,357.03","1,370.59","1,375.75","1,357.03","","-1.35%"
"02/27/2018","1,375.58","1,375.27","1,379.45","1,371.72","","0.94%"
"02/26/2018","1,362.82","1,362.09","1,366.17","1,358.26","","0.87%"
"02/23/2018","1,351.06","1,342.68","1,351.40","1,340.80","","0.81%"
"02/22/2018","1,340.22","1,343.17","1,343.58","1,333.99","","-0.91%"
"02/21/2018","1,352.53","1,355.95","1,360.83","1,346.02","","-0.12%"
"02/20/2018","1,354.19","1,359.32","1,359.64","1,347.12","","-0.82%"
"02/19/2018","1,365.37","1,349.28","1,365.37","1,346.81","","2.10%"
"02/16/2018","1,337.34","1,331.45","1,345.36","1,328.34","","1.00%"
"02/15/2018","1,324.10","1,324.80","1,330.85","1,319.04","","0.98%"
"02/14/2018","1,311.19","1,322.81","1,327.83","1,302.57","","-0.73%"
"02/13/2018","1,320.89","1,347.24","1,347.24","1,318.63","","-0.88%"
"02/09/2018","1,332.59","1,333.49","1,333.89","1,314.48","","-1.92%"
"02/08/2018","1,358.64","1,353.17","1,363.62","1,348.29","","0.91%"
"02/07/2018","1,346.38","1,365.76","1,387.24","1,346.02","","0.39%"
"02/06/2018","1,341.21","1,373.62","1,374.65","1,313.19","","-4.22%"
"02/05/2018","1,400.36","1,410.55","1,414.28","1,398.36","","-2.13%"
"02/02/2018","1,430.79","1,430.74","1,433.66","1,418.72","","-0.36%"
"02/01/2018","1,435.94","1,420.66","1,436.40","1,418.46","","1.80%"
"01/31/2018","1,410.53","1,421.41","1,428.38","1,410.50","","-1.19%"
"01/30/2018","1,427.56","1,443.32","1,443.87","1,423.67","","-1.19%"
"01/29/2018","1,444.76","1,445.62","1,451.42","1,442.71","","0.01%"
"01/26/2018","1,444.55","1,453.13","1,455.38","1,444.01","","-0.34%"
"01/25/2018","1,449.42","1,451.36","1,456.08","1,447.57","","-0.89%"
"01/24/2018","1,462.49","1,465.55","1,468.47","1,460.35","","-0.57%"
"01/23/2018","1,470.93","1,462.21","1,471.16","1,460.77","","1.03%"
"01/22/2018","1,455.96","1,454.87","1,455.96","1,450.28","","0.11%"
"01/19/2018","1,454.33","1,451.41","1,455.02","1,448.46","","0.66%"
"01/18/2018","1,444.73","1,467.21","1,467.21","1,442.85","","-0.71%"
"01/17/2018","1,455.02","1,449.16","1,455.94","1,447.93","","-0.16%"
"01/16/2018","1,457.32","1,448.66","1,457.34","1,447.41","","0.59%"
"01/15/2018","1,448.81","1,452.28","1,455.23","1,447.93","","0.43%"
"01/12/2018","1,442.64","1,450.91","1,450.91","1,439.77","","-0.66%"
"01/11/2018","1,452.18","1,448.28","1,452.18","1,444.18","","-0.24%"
"01/10/2018","1,455.73","1,452.64","1,457.59","1,452.60","","0.18%"
"01/09/2018","1,453.09","1,457.87","1,458.05","1,448.31","","0.49%"
"01/05/2018","1,445.99","1,440.56","1,446.02","1,437.52","","0.94%"
"01/04/2018","1,432.56","1,414.20","1,432.56","1,413.55","","2.66%"
